Accession,Title,Series Type,Taxonomy,Sample Count,Datasets,Supplementary Types,Supplementary Links,PubMed ID,SRA Accession,Contact,Release Date
GSE75853,"H3K36 mutations promote sarcomagenesis through genome-wide remodeling of H3K36 and H3K27 methylation [RNA_Chondroblastoma_H3K36M_H3WT]","Expression profiling by high throughput sequencing","Homo sapiens",8,,"TSV","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE75nnn/GSE75853/suppl",27174990,SRP067186,"Peter W Lewis","May 13, 2016"
GSE80421,"small RNA-Seq showing transfer of bacterial outer membrane vesicle (OMV) sRNA to host airway epithelial cells","Expression profiling by high throughput sequencing","Homo sapiens;Pseudomonas aeruginosa",10,,"XLS","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE80nnn/GSE80421/suppl",27295279,SRP073483,"Katja Koeppen","May 13, 2016"
GSE72832,"Dynamic changes in E protein activity orchestrate germinal center and plasma cell development","Genome binding/occupancy profiling by high throughput sequencing;Expression profiling by high throughput sequencing","Homo sapiens;Mus musculus",15,,"BED;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE72nnn/GSE72832/suppl",27217539,,"Wei Shi","May 12, 2016"
GSE73845,"Functional characterization of RNA-binding protein IMP2 in primary Glioma cell lines [HTS]","Expression profiling by high throughput sequencing","Homo sapiens;Mus musculus",25,,"BED;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE73nnn/GSE73845/suppl",27184842,SRP064610,"Tommy Beat Schlumpf","May 12, 2016"
GSE73847,"Functional characterization of RNA-binding protein IMP2 in primary Glioma cell lines","Expression profiling by high throughput sequencing;Non-coding RNA profiling by array","Homo sapiens;Mus musculus",31,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE73nnn/GSE73847/suppl",27184842,,"Tommy Beat Schlumpf","May 12, 2016"
GSE80979,"Opposing Effects of Cyclooxygenase-2 (COX-2) on Estrogen Receptor β (ERβ) Response to 5α-reductase Inhibition in Prostate Epithelial Cells","Expression profiling by high throughput sequencing","Homo sapiens",6,,"TXT;XLSX","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE80nnn/GSE80979/suppl",27226548,SRP074235,"Donald B DeFranco","May 12, 2016"
GSE75217,"EZH1/SUZ12 complex positively regulates the transcription of NF-κB target genes via interaction with UXT","Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",16,,"TXT;WIG","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE75nnn/GSE75217/suppl",27127229,SRP066486,"Min Wu","May 11, 2016"
GSE77370,"Negative control of CSL gene transcription by stress/DNA damage response and p53 [RNA-Seq]","Expression profiling by high throughput sequencing","Homo sapiens",46,,"CSV","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE77nnn/GSE77370/suppl",27163456,SRP069052,"Gian-Paolo Dotto","May 11, 2016"
GSE77371,"Negative control of CSL gene transcription by stress/DNA damage response and p53","Genome binding/occupancy profiling by high throughput sequencing;Expression profiling by high throughput sequencing","Homo sapiens",50,,,,27163456,,"Gian-Paolo Dotto","May 11, 2016"
GSE81266,"Ileal pouch transcriptomics reveal shared pathogenesis between pouchitis and ulcerative colitis","Expression profiling by high throughput sequencing","Homo sapiens",77,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE81nnn/GSE81266/suppl",28221248,SRP074739,"Yong Huang","May 11, 2016"
GSE70517,"Alterations to chromatin in intestinal macrophages link IL-10 deficiency to inappropriate inflammatory responses","Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens;Mus musculus",38,,"BW;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE70nnn/GSE70517/suppl",27159132,SRP060349,"Shehzad Sheikh","May 10, 2016"
GSE81239,"Global Regulatory Network Controlling Human Somatic Cell Reprogramming [SMAD3 and SFRS11 Knockdown]","Expression profiling by high throughput sequencing","Homo sapiens",3,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE81nnn/GSE81239/suppl",27292646,SRP074603,"Chadi EL Farran","May 10, 2016"
GSE81258,"Nfib promotes Metastasis through a Widespread Increase in Chromatin Accessibility","Genome binding/occupancy profiling by high throughput sequencing;Expression profiling by high throughput sequencing","Homo sapiens;Mus musculus",91,,,,27374332,,"William Greenleaf","May 10, 2016"
GSE81265,"Next-Generation Sequencing reveals the effects of MYC silencing in gastric cancer cell lines from northern Brazil","Expression profiling by high throughput sequencing","Homo sapiens",6,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE81nnn/GSE81265/suppl",,ERP007187,"Daniel Carvalho","May 10, 2016"
GSE71577,"Intrinsic histone acetyltransferase activity of BRD4 is responsible for nucleosome eviction and transcriptional activation","Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",12,,"RPKM;WIG","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE71nnn/GSE71577/suppl",27159561,SRP061856,"Dinah S. Singer","May 08, 2016"
GSE68507,"Cross-species comparison of epigenetic poising in the mammalian germ line","Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing","Bos taurus;Gallus gallus;Homo sapiens;Macaca mulatta;Monodelphis domestica;Mus musculus",87,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE68nnn/GSE68507/suppl",27294618,SRP028905;SRP028906;SRP057141,"Bluma Lesch","May 07, 2016"
GSE76656,"Multiplex enhancer-reporter assays uncover unsophisticated p53 enhancer logic [RNA-seq]","Expression profiling by high throughput sequencing","Homo sapiens",2,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE76nnn/GSE76656/suppl",27197205,SRP068213,"Zeynep Kalender Atak","May 07, 2016"
GSE76657,"Multiplex enhancer-reporter assays uncover unsophisticated p53 enhancer logic","Other;Genome binding/occupancy profiling by high throughput sequencing;Expression profiling by high throughput sequencing","Homo sapiens",26,,"BW;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE76nnn/GSE76657/suppl",27197205,,"Zeynep Kalender Atak","May 07, 2016"
GSE81216,"SpermBase - A database for sperm-borne RNA contents","Expression profiling by high throughput sequencing;Non-coding RNA profiling by high throughput sequencing","Homo sapiens;Mus musculus;Oryctolagus cuniculus;Rattus norvegicus",32,,"XLSX","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE81nnn/GSE81216/suppl",,SRP074495,"Wei Yan","May 07, 2016"
GSE67931,"Disruption of Na+/H+ exchanger regulatory factor 2 scaffold suppresses colon cancer proliferation","Expression profiling by high throughput sequencing","Homo sapiens",9,,"TAR;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE67nnn/GSE67931/suppl",26867566,SRP057199,"Viren Patel","May 05, 2016"
GSE71560,"Prolyl hydroxylation regulates protein degradation, synthesis, and splicing in human induced pluripotent stem cell-derived cardiomyocytes","Expression profiling by high throughput sequencing","Homo sapiens",10,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE71nnn/GSE71560/suppl",,SRP061841,"Yanqin Yang","May 05, 2016"
GSE79779,"Transcriptional profiling of JEG3 cells with HLA-G ablation via deletion of Enhancer L","Expression profiling by high throughput sequencing","Homo sapiens",8,,"DIFF;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE79nnn/GSE79779/suppl",27078102,SRP072690,"William Mallard","May 05, 2016"
GSE80264,"Transcriptome analysis of H9 hESC derived cerebral organoids","Expression profiling by high throughput sequencing","Homo sapiens",6,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE80nnn/GSE80264/suppl",27162029,SRP073286,"Tariq Rana","May 05, 2016"
GSE81087,"Functional organization of the human 4D Nucleome","Expression profiling by high throughput sequencing;Other","Homo sapiens",36,,"CSV;TXT;XLSX","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE81nnn/GSE81087/suppl",26080430,SRP074344,"Indika Rajapakse","May 05, 2016"
GSE68005,"Comparison of gene expression profiles between FRA1 knockdown and vector control Bel-7402 cells by RNA-sequencing","Expression profiling by high throughput sequencing","Homo sapiens",2,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE68nnn/GSE68005/suppl",27134167,SRP057381,"Chi Ho Lin","May 04, 2016"
GSE76199,"Transcriptome profiling of Caki2 cells re-expressing Polybromo-1 (PBRM1)","Expression profiling by high throughput sequencing","Homo sapiens",6,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE76nnn/GSE76199/suppl",27100670,SRP067630,"Emily Dykhuizen","May 04, 2016"
GSE78075,"Nuclease footprints in sperm project past and future chromatin regulatory events","Genome binding/occupancy profiling by high throughput sequencing;Expression profiling by high throughput sequencing","Homo sapiens;Mus musculus",11,,"BED;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE78nnn/GSE78075/suppl",,SRP070530,"Graham David Johnson","May 04, 2016"
GSE77314,"RNA-seq of 50 paired hepatocellular carcinoma","Expression profiling by high throughput sequencing","Homo sapiens",100,,"XLSX","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE77nnn/GSE77314/suppl",27119355,SRP068976,"Gang Liu","May 03, 2016"
GSE81032,"Comparative proteomics and transcriptomics study of signaling network proteins across multiple normal and cancer cell lines","Expression profiling by high throughput sequencing","Homo sapiens",7,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE81nnn/GSE81032/suppl",27405981,SRP074257,"Stephen R Lindemann","May 03, 2016"
GSE80716,"Cooperation of Nutlin-3a and a Wip1 inhibitor to induce p53 activity","Expression profiling by high throughput sequencing","Homo sapiens",12,,"CSV","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE80nnn/GSE80716/suppl",27183917,SRP074063,"Anusha Sriraman","May 02, 2016"
GSE81014,"Transcriptionally inactive ATF2 variant drives melanomagenesis","Expression profiling by array;Expression profiling by high throughput sequencing","Homo sapiens;Mus musculus",14,,"IDAT;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE81nnn/GSE81014/suppl",,,"brian james","May 02, 2016"
GSE65518,"Dynamic regulation of the histone variant H1.0 contributes to intratumor epigenetic and functional heterogeneity [RNA-Seq]","Expression profiling by high throughput sequencing","Homo sapiens",24,,"TSV","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE65nnn/GSE65518/suppl",,SRP053048,"Paola Scaffidi","May 01, 2016"
GSE65520,"Dynamic regulation of the histone variant H1.0 contributes to intratumor epigenetic and functional heterogeneity","Genome binding/occupancy profiling by high throughput sequencing;Expression profiling by high throughput sequencing","Homo sapiens",60,,"BED;BROADPEAK;NARROWPEAK","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE65nnn/GSE65520/suppl",27708074,,"Paola Scaffidi","May 01, 2016"
GSE71801,"U1 snRNP regulates alternative polyadenylation in DNA damage response","Expression profiling by high throughput sequencing;Other","Homo sapiens",3,,"XLSX","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE71nnn/GSE71801/suppl",27462460,SRP062123,"Jiyeon Park","May 01, 2016"
GSE74031,"Genes regulated by dimethyl-2-ketoglutarate (DKG) in breast cancer cells","Expression profiling by high throughput sequencing","Homo sapiens",4,,"XLS","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE74nnn/GSE74031/suppl",27058900,SRP064825,"Ching-Ying Kuo","May 01, 2016"
GSE75811,"Neuronal cell lines as model dorsal root ganglion neurons: a transcriptomic comparison","Expression profiling by high throughput sequencing","Homo sapiens;Mus musculus;Rattus rattus",4,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE75nnn/GSE75811/suppl",27130590,SRP067134,"Kathleen Yin","May 01, 2016"
GSE75962,"RNA-seq Generated Transcriptional Profile of H2O2 Treated HCT116 vs. Untreated HCT116","Expression profiling by high throughput sequencing","Homo sapiens",4,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE75nnn/GSE75962/suppl",,SRP067329,"Xianfeng Li","May 01, 2016"
GSE75964,"H2O2-treated and untreated HCT116 cells","Expression profiling by high throughput sequencing;Methylation profiling by high throughput sequencing","Homo sapiens",6,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE75nnn/GSE75964/suppl",,,"Xianfeng Li","May 01, 2016"
GSE76860,"Targetting super enhancer associated oncogenes in esophageal squamous cell carcinoma [RNA-seq]","Expression profiling by high throughput sequencing","Homo sapiens",12,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE76nnn/GSE76860/suppl",27196599,SRP068450,"Phillip H Koeffler","May 01, 2016"
GSE76861,"Targetting super enhancer associated oncogenes in esophageal squamous cell carcinoma","Genome binding/occupancy profiling by high throughput sequencing;Expression profiling by high throughput sequencing","Homo sapiens",16,,"BW;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE76nnn/GSE76861/suppl",27196599,,"Phillip H Koeffler","May 01, 2016"
GSE79284,"Sensitivity and engineered resistance of myeloid leukemia cells to BRD9 inhibition (RNA-seq)","Expression profiling by high throughput sequencing","Homo sapiens;Mus musculus",33,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE79nnn/GSE79284/suppl",27376689,SRP071942,"Anja Fides Hohmann","May 01, 2016"
GSE79391,"Sensitivity and engineered resistance of myeloid leukemia cells to BRD9 inhibition","Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens;Mus musculus",47,,"BIGWIG","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE79nnn/GSE79391/suppl",27376689,,"Anja Fides Hohmann","May 01, 2016"
GSE79735,"RNA-seq Profiles in RBPJ Maintains Brain Tumor Initiating Cells through CDK9-mediated Transcriptional Elongation","Expression profiling by high throughput sequencing","Homo sapiens",12,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE79nnn/GSE79735/suppl",27322055,SRP072573,"Tyler E Miller","May 01, 2016"
GSE79736,"RBPJ Maintains Brain Tumor Initiating Cells through CDK9-mediated Transcriptional Elongation","Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",18,,"BED","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE79nnn/GSE79736/suppl",27322055,,"Tyler E Miller","May 01, 2016"
GSE80297,"mRNA expression of breast cancer cell lines across different densities [SCRB-Seq]","Expression profiling by high throughput sequencing","Homo sapiens",87,,"DAT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE80nnn/GSE80297/suppl",27135972,SRP073318,"Marc Hafner","May 01, 2016"
GSE69737,"Gene expression analysis of human cell lines established from normal patient's fibroblast and BWS patients with known mutations in the CDKN1C and KCNQ1OT1","Expression profiling by high throughput sequencing","Homo sapiens",4,,"CSV","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE69nnn/GSE69737/suppl",26784546,SRP059324,"Jian Chen","Apr 30, 2016"
GSE80953,"Temporal comparison of transcriptomic alterations in human, mouse and rat primary B lymphocytes exposed to 2,3,7,8-tetrachlorodibenzo-p-dioxin (TCDD)","Expression profiling by high throughput sequencing","Homo sapiens;Mus musculus;Rattus norvegicus",30,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE80nnn/GSE80953/suppl",27913140,SRP074202,"Norb Kaminski","Apr 30, 2016"
GSE79917,"Transcriptionally inactive ATF2 variant drives melanomagenesis [Seq]","Expression profiling by high throughput sequencing","Homo sapiens",6,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE79nnn/GSE79917/suppl",27210757,SRP072851,"brian james","Apr 29, 2016"
GSE80780,"Human islets contain four distinct subtypes of β cells","Expression profiling by high throughput sequencing","Homo sapiens",32,,"TSV","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE80nnn/GSE80780/suppl",27399229,SRP074138,"Jonathan Schug","Apr 29, 2016"
GSE79120,"Recessive mutations in TRMT10C cause defects in mitochondrial RNA processing and multiple respiratory chain deficiencies","Expression profiling by high throughput sequencing","Homo sapiens",4,,"BEDGRAPH","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE79nnn/GSE79120/suppl",27132592,SRP071665,"Stefan J Siira","Apr 28, 2016"
GSE80635,"Psychoactive pharmaceuticals at environmental concentrations induce in vitro gene expressions associated with neurological disorders","Expression profiling by high throughput sequencing","Homo sapiens",3,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE80nnn/GSE80635/suppl",27356971,SRP073802,"Michael Thomas","Apr 28, 2016"
GSE68248,"Proteasome machinery is instrumental in a common gain-of-function program of the p53 missense mutants in cancer.","Expression profiling by high throughput sequencing","Homo sapiens",6,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE68nnn/GSE68248/suppl",27347849,SRP057644,"Silvano Piazza","Apr 27, 2016"
GSE68249,"Proteasome machinery is instrumental in a common gain-of-function program of the p53 missense mutants in cancer.","Expression profiling by array;Expression profiling by high throughput sequencing","Homo sapiens",30,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE68nnn/GSE68249/suppl",27347849,,"Silvano Piazza","Apr 27, 2016"
GSE68673,"Montelukast counteracts the influenza virus-induced block in unfolded protein stress response and reduces virus multiplication","Expression profiling by high throughput sequencing","Homo sapiens",8,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE68nnn/GSE68673/suppl",27094326,SRP058128,"Juan Carlos Oliveros","Apr 27, 2016"
GSE70685,"Musashi-2 attenuates AHR signalling to expand human haematopoietic stem cells","Expression profiling by high throughput sequencing","Homo sapiens",8,,"XLSX","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE70nnn/GSE70685/suppl",27121842,SRP060605,"Brian Wilhelm","Apr 27, 2016"
GSE80611,"Comparative Analysis of Cas9 Activators Across Multiple Species","Expression profiling by high throughput sequencing","Homo sapiens",10,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE80nnn/GSE80611/suppl",27214048,SRP073790,"Emma Joanna Katharina Kowal","Apr 26, 2016"
GSE72460,"Transcriptome of human ILC2s; primary vs IL-1b-primed","Expression profiling by high throughput sequencing","Homo sapiens",6,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE72nnn/GSE72460/suppl",,SRP062910,"Nicole Baldwin","Apr 25, 2016"
GSE73398,"Fixed tissue ChIP-Seq (FiT-Seq) of archived clinical samples reveals chromatin dynamics and tumor-specific enhancer profiles","Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",109,,"BW;FPKM_TRACKING","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE73nnn/GSE73398/suppl",27111282,SRP064165,"Ramesh Shivdasani","Apr 25, 2016"
GSE77523,"Sequential regulatory loops as key gatekeepers for neuronal reprogramming in human cells [RNA-seq]","Expression profiling by high throughput sequencing","Homo sapiens",6,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE77nnn/GSE77523/suppl",27110916,SRP069229,"Xiang-Dong Fu","Apr 25, 2016"
GSE77524,"Sequential regulatory loops as key gatekeepers for neuronal reprogramming in human cells","Genome binding/occupancy profiling by high throughput sequencing;Expression profiling by high throughput sequencing","Homo sapiens",10,,"BW","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE77nnn/GSE77524/suppl",27110916,,"Xiang-Dong Fu","Apr 25, 2016"
GSE68234,"Global Regulatory Network Controlling Human Somatic Cell Reprogramming","Genome binding/occupancy profiling by high throughput sequencing;Expression profiling by high throughput sequencing","Homo sapiens",47,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE68nnn/GSE68234/suppl",27292646,,"Chadi EL Farran","Apr 24, 2016"
GSE68327,"Global Regulatory Network Controlling Human Somatic Cell Reprogramming [RNA-seq]","Expression profiling by high throughput sequencing","Homo sapiens",32,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE68nnn/GSE68327/suppl",27292646,SRP057735,"Chadi EL Farran","Apr 24, 2016"
GSE68229,"Illumina sequencing of vaginal epithelial cells from women using depot medroxyprogesterone acetate or non-hormonal contraception","Expression profiling by high throughput sequencing","Homo sapiens",8,,"DIFF","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE68nnn/GSE68229/suppl",,SRP057628,"Zdenek Hel","Apr 23, 2016"
GSE69312,"Genome-wide maps of human OEC innate immune responses to Burkholderia","Expression profiling by high throughput sequencing","Homo sapiens",24,,"XLSX","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE69nnn/GSE69312/suppl",27091931,SRP058787,"Glen C Ulett","Apr 23, 2016"
